id,length,comment,annotator_1,annotator_2,change
9274,33,යාපනෙන් අව හද්ද නාකි ගෙනද කියන්නේ,negative,negative,1
9288,40,තව මාස 4ක් ක් ඉවසන්න බබා මී අපි වෙනුවෙන්,positive,positive,1
9312,31,සබාපතිගෙ පක්ශෙ කියලා නැත්තෙ ඇයි,neutral,neutral,1
9319,20,ඔහොම යනකොට හතටත් එයි,neutral,neutral,1
9327,17,පට්ටපල් බොරු ඕවා.,negative,negative,1
9331,25,අපි නොදන්න පොලීසියේ සටහන්,negative,neutral,0
9332,16,පොලිස්කාරයො බබාල,negative,neutral,0
9334,30,දුර්වලතාවයන්ට හොදට ගෙවනවා ඇති.,negative,negative,1
9338,33,ඕවා මෙහෙ උනානම් අපි දන්නවා කරන දේ,neutral,positive,0
9348,32,තවම ඉන්නේ කොන්ද පණ නැති සිරිසේනද,negative,negative,1
9352,24,අඟුලානෙ ගෑනු කරපු දේ හරි,conflict,positive,0
9363,28,ඉන්න ඉන්න හිතෙන රාජපක්ස රටක්,positive,neutral,0
9395,21,බොරු නොකියා ඉදින් යකෝ,negative,negative,1
9396,26,උඹට අමාරුයිද ඇත්ත කියනකොට.,negative,negative,1
9407,40,267 ක් මරල සන්තෝස විච්ච කට්ටියකුත් හිටිය,negative,negative,1
9420,27,විමලසිරි ගම්ලත් මාලා ඇන්ටි.,neutral,neutral,1
9421,12,ඒ දෙන්නා ගොඩ,positive,positive,1
9434,27,ඉතාමත් අසභ්ය කියන්නේ කොහොමද,negative,neutral,0
9456,2,ස.,neutral,neutral,1
9467,33,දැන් බස් ගැමුණුද රට පාලනය කරන්නෙ.,neutral,neutral,1
9469,19,සී ලංකා පොලොස් මොලේ,negative,negative,1
9502,19,ගැමුණුගේ කතාව ඇත්ත.,positive,positive,1
9507,35,බෝඩ් අල්ලන් ඉන්නද පොලිසිය තියෙන්නෙ.,neutral,neutral,1
9517,15,මූව එල්ලන්න ඕනෑ,negative,negative,1
9520,38,ඕක තමා ඇත්ත එත් ගොඩක් උන්ට තේරෙන්නේ නෑ,negative,negative,1
9527,12,දියවන්නාවෙ ද,neutral,neutral,1
9532,34,මෙයාට උපදෙස් දුන්න පිරිසකුත් අැති.,neutral,neutral,1
9535,32,මූත් හංගපු ආයුධ ඇති බලමුද ගිහින්,negative,negative,1
9549,7,ඇහුන්නෑ,negative,negative,1
9569,34,සිංදුවේ අයිතිකාරයාට ලැබෙන්නෙ මොනවද,neutral,neutral,1
9580,8,අනේ මංදා,negative,negative,1
9584,33,ගයාන් හරක වුනාට පුත්තු මනුස්සයොනෙ,negative,negative,1
9588,28,ඒ ලමයි එලවලා දාලා ගොඩක් කල්.,negative,negative,1
9598,11,කෝ පූර්නිකා,neutral,neutral,1
9601,14,ගයත්රී ආන්ටි 3,neutral,neutral,1
9610,8,චතුරිකා.,neutral,neutral,1
9611,10,දරහැව. 23.,neutral,neutral,1
9620,37,ගානියා බැරිස්ටර් පාට් රෙකෝඩින් මැකුනා,neutral,neutral,1
9630,28,එන්නම එපා.අපිට උන් එක්ක එපා.,negative,negative,1
9631,38,නිරෝධායනයට කැමති කණ්ඩායමක් ගෙන්නපල්ලා.,neutral,neutral,1
9656,38,මෙන්න 100 කනස්සල්ලෙන් පසු වෙන ටෝයියෙක්,negative,negative,1
9658,34,මැරෙන බව කියලා ලියුමකුත් තියලා නේද,negative,negative,1
9666,19,මූ කොහෙද බන් ඉන්නේ.,neutral,neutral,1
9683,23,දැන් අපි මොකද කරන්න ඕන.,neutral,neutral,1
9687,12,බැරියැ ඉතින්,neutral,positive,0
9688,2,හා,positive,positive,1
9690,17,ඉතින් අපිට පාන් ද,negative,negative,1
9697,27,මෙයත් ඒ පාරේ යන කෙනෙක් වගේ.,neutral,neutral,1
9705,35,උඹ වගේ ගොන් හරකෙක් යකෝ මෝඩ මූසලයෙක්,negative,negative,1
9708,27,සිවුරක් දාගත්ත බාර දයියෙක්.,negative,negative,1
9709,36,නොදකින් විතරක් උතුම් චීවරයට ගිය කලක්,negative,negative,1
9713,29,මු කවුද. කොහේ හිටපු නරියෙක්ද.,negative,negative,1
9717,25,තෝ ඉස්සර වෙලා මහන වෙයං ප.,negative,negative,1
9719,39,දැන් හැම එකාම කුලපති තනතුරකට කෙල හලනවා.,negative,negative,1
9730,23,සුදු ඇදගෙන කලු ඇවිදින්.,neutral,neutral,1
9731,20,කහ ඇදගෙන කලු ඇවිදින්,neutral,neutral,1
9739,33,ඊරිසියයි නේද යන්න බැරි නිසා. පවු.,negative,negative,1
9742,4,වල ද,neutral,neutral,1
9750,34,මැති ඇමතිලාගේ පුප ලෙවකන එක සැපයි ද,negative,negative,1
9752,34,ඕක පාඩුවෙලා බංකොලොත් වෙන එකමයි හොඳ,negative,negative,1
9756,19,ඇරිය නේද රට විරුවට.,negative,negative,1
9764,25,අනියම් ඇසුර විනාශයට මුලක්,negative,negative,1
9765,20,මේක එක්කනේක්ගේ වැඩක්,neutral,neutral,1
9769,35,මේක කරපු එවුන්ට කල්ප 90 කට බඩු හරි.,negative,negative,1
9776,38,මේක කරපු පාපතරයා ගැන සොබාදහම බලා ගනීවි,negative,negative,1
9785,8,හිටගෙනඩ.,neutral,neutral,1
9796,28,කියන්නෙ තාක්ෂණයක් නෙමෙයි බන්,neutral,negative,0
9804,18,බඩ තඩියා අබ මොලයා.,negative,negative,1
9810,11,එතකොට මත්තල,neutral,neutral,1
9814,38,ලංකාවෙදි මෙයාට නෙද එකෙන් බෝම්බ ගැව්වෙ.,negative,negative,1
9819,35,උඩයන්ති ශුදා වත් දැන් නිදහස් කරලාද.,neutral,neutral,1
9821,38,අනේ නන්ගි මහින්ද මහත්තයගෙ බාරෙත් ඕකමනෙ,neutral,neutral,1
9823,22,හ හ හා එකතුව ගවයින් 16,negative,negative,1
9837,27,පිං පල දෙනවා අඩුයි. අපරාදෙ.,negative,negative,1
9841,39,කුඩු සල්ලි කලු සල්ලි මොනවා කරත් වැරදියි,negative,negative,1
9846,38,මූ මැරිලා නැහැ කියලා හිතෙන්නේ මට විතරද,positive,positive,1
9853,32,එකක් සාර්තක උන ලොව පලමු අවස්තාව.,positive,positive,1
9858,38,කෝ බෝල මේකේ ශ්රී ලංකාව. මට පෙන්නේ නැනේ,negative,negative,1
9861,27,එතනත් පවුල් පාලනයක් ම තමයි.,neutral,neutral,1
9863,41,ලබන 2021 ජනවාරි 01 දක්වා රනිල් වික්රමසිංහ,neutral,neutral,1
9866,16,මොකක්ද මේ පක්ෂෙ.,neutral,neutral,1
9867,9,කියල එකක්,neutral,neutral,1
9872,22,එහෙනම් කොල්ලෝ අපි ගියා,neutral,neutral,1
9875,13,මාමාගෙන් බැනට,neutral,neutral,1
9879,16,අනිච්චාවත සංකාරා,negative,positive,0
9885,13,ඉවරෙටම ඉවරයි.,negative,negative,1
9892,23,මීට අගතියට පත් ටොයියෙක්,negative,negative,1
9893,18,ඔව් බං මම ටොයියෙක්,negative,negative,1
9895,29,මුන් සේරම කම්බා හොරු මතකනැද්ද,negative,negative,1
9901,21,යකෝ.අකිල තමා සුදුස්සා,conflict,positive,0
9902,19,ලොවෙත් ගොඩ එන්නේ නෑ,negative,negative,1
9908,4,ස039,neutral,neutral,1
9921,40,බල්ලෙක් රිංගලා මේක අස්සේ හැමතැනම රෙ මොකද,negative,negative,1
9922,35,හිර කූඩුවලම්නේ එල්ලෙන්නේ සබාවේ සිනා,negative,negative,1
9923,24,මිනී මැරුමක් වෙන්න බැරිද,negative,negative,1
9925,12,මරලා එල්ලුවද,negative,negative,1
9931,30,ජනපතිට පින් මුන් සේරම අල්ලන්න.,positive,positive,1
9945,28,අපෙ උන්ව එහෙට යව්වනම් හරිනේ.,positive,positive,1
9946,25,ඔන්න ඕක පොඩි එකෙකුට දීපන්,negative,neutral,0
9962,39,මෙවලම් කලවම් වූ ලෝකයේ ජීවිත අවලම් වෙති.,negative,negative,1
9970,18,බලු හිමියා අධමයෙක්,negative,negative,1
9985,34,බල්ලා ඇත්තටම හිටියෙ කොතනද සොරකමක්ද,negative,negative,1
9994,41,50 ට දුවපු හයර් ටිකත් මුන්ට නැතිවෙන වැඩක්,negative,negative,1
10000,13,මොලේ බලව ගනිං,negative,negative,1
10006,25,මුන්ට ඌරුමස් කවන්න වටිනනේ,negative,neutral,0
10025,25,එතැන ට වෙනතුරු ආවෙ කොහොමද,neutral,neutral,1
10031,34,ඒවා බල්ලට ගිහින් කියලා දන්නෙ නැද්ද,negative,negative,1
10033,28,පරණ කෑල්ලක් වෙන්නත් පුලුවන්.,neutral,negative,0
10047,8,පාරෙ බෑ.,negative,negative,1
10051,25,මේකද මේ රටේ ලොකුම ප්රශ්නය,negative,negative,1
10066,6,නියමය්,positive,positive,1
10075,38,මෙයාලවත් පාර්ලිමෙන්තුවට ගන්ඩ බැදි සැර්,neutral,neutral,1
10085,36,උබේ කොමෙන්ටුවටම ගැලපෙන නම පශු සම්පත්,positive,positive,1
10097,29,එහෙම කරන්න වෙලා තියෙන්නෙ ඇයි.,neutral,neutral,1
10100,36,අඳකරණය සුවාධීන කොරා අපේ හාමුදුරුවනේ.,positive,positive,1
10102,27,දුමින්ද කුසලානය ගන්නේ කවුද.,neutral,neutral,1
10127,24,අපේ හාමුදුරුවන්ටත් හිනා.,positive,positive,1
10134,22,මොන ජාතියේ විහිළුද මේ.,negative,neutral,0
10157,18,ඇයි රටට හොරු පැනලද,negative,negative,1
10174,42,කෙල්ල පෙග්නන්ට් අපරාදෙ උපදින්න හිටපු මොමඩ්,negative,negative,1
10178,10,මෝඩ නවුපර්,negative,negative,1
10183,39,කෙල්ලට එක නැතිවෙයි කියල බය හිතෙන්න ඇති.,negative,negative,1
10187,21,බඩුකාරයෝ ද මනුෂ්යයෝය.,conflict,neutral,0
10188,8,බඩු ලාල්,negative,neutral,0
10192,37,මොන හොදක්ද බං මොලේ කචල් කියලයි ආරංචිය,negative,negative,1
10202,39,මේකි අහිංසක පවුලක් විනාශ කරපු හැතිරියක්,negative,negative,1
10203,41,පොතේ තියෙන්නෙ මෙහෙම අයව කොහොම මරන්න කියලද,negative,negative,1
10218,23,විශ්වය පුරා විහිදී ගියා,positive,positive,1
10219,23,විශ්වය පුරා රෙවිලා ගියා,negative,negative,1
10229,35,කටේ නරි වාදන් රෙද්ද පල්ලෙන් බේරෙනවා,negative,negative,1
10233,24,මෙහෙමයි මචන් ගෝඨාභය ආවම.,neutral,neutral,1
10241,30,ඔය කමල් කොහොමද වියතුන් මඟ වුණේ,neutral,neutral,1
10242,38,පිරමිඩ් ජාවාරම් කරපු වියතෙකු ත් ඉන්නේ.,negative,negative,1
10256,40,1815 දී අපට කරපු දේට සුද්දොන්ටත් බනිමුකෝ,negative,negative,1
10257,16,චොකා මල්ලි නැද්ද,neutral,neutral,1
10266,13,දැන් කියත් මග,neutral,negative,0
10271,37,එකට කටයි පුයි වහ ගෙන ඉන්න කියන්න ඇති.,negative,negative,1
10272,36,වියත්මගේ නොවියත්තුත් ඉන්නවා මේ ගොඩේ.,negative,negative,1
10273,29,මෝඩ චූන්. අනේද කියන්නේ බයියෝ.,negative,negative,1
10274,41,තව ඉතුරු කැලෑවල් මොනවද කියලා අහනූඩ වෙන්ඩැ,negative,neutral,0
10275,9,ඕෂධී නෑනේ,neutral,negative,0
10280,39,මගේ වියතෙන් නම් මම වන වැඩක් කරන්නේ රෑට.,neutral,neutral,1
10281,35,වියත්මග කොහොම වෙත්ත කාලේ කන්න ඉණිමග,negative,negative,1
10303,17,හරිම ලස්සන පොතක්.,positive,positive,1
10304,12,ලස්සන කවරේ ද,conflict,neutral,0
10309,16,ලැජ්ජාවෙ පන යනවා,negative,negative,1
10322,42,මේ හිනා වැස්ස ලියන එකා නම් නියම අවජාතකයෙක්,negative,negative,1
10325,40,අනේ ඉතින් අපි බදු ගෙවලා නඩත්තු කරන්නංකෝ.,negative,conflict,0
10326,24,යුව රජලා මරාගනී ද දන් නෑ,negative,negative,1
10329,35,69 ලක්ෂ යම පොලිමට යන්න දැන් වදින්න.,neutral,neutral,1
10334,28,නාමල් බේබිට තවත් බෙබී කෙනෙක්,neutral,neutral,1
10338,25,අපේ ඊලග ඊලග රජතුමා මීට 69,neutral,neutral,1
10344,38,තවත් රාජපක්ෂ කාලකන්නි යෙක් බිහිවු වගයි,negative,negative,1
10364,25,තෙරුවන් සරණයි. සුභ පැතුම්,positive,positive,1
10368,39,දැන් මහින්ද මුත්තා සීයා නෙමෙයි දෙ සියයි,neutral,negative,0
10373,29,ක්රිඩා ඇමති නියමට කරලා දවසටම.,positive,positive,1
10374,17,පවි සජියගෙ පරපුරට,neutral,negative,0
10375,29,ඩොලර් කාක්කෝ මේක කුමන්ත්රණයක්,negative,negative,1
10380,36,කාලයක් කිවුවා ආසියාවේ හොඳම මොලය කියල,conflict,positive,0
10383,26,රුවන්ට නායකත්ව ලක්ශන තිබේද,neutral,neutral,1
10394,35,කාලා බීලා දවසම නිදියන්න කියාපු බඩුව,neutral,neutral,1
10397,23,කොහොමත් එක සදා හාන්සියි,negative,negative,1
10398,7,ඒක ඇත්ත,positive,positive,1
10415,38,ඔය වංස කබල් ගාලා එන නායකයන්ට තැනක් නැ.,negative,negative,1
10426,33,විජේවීරගේ පුතාට විතරක් නෝ සැලකුම්,negative,negative,1
10427,39,තවත් දොන් ජුවන් ධර්මපාල කෙනෙක් අපිට එපා,negative,negative,1
10468,27,එකට නයාගෙ එකක් දම්මනම් පට්ට,positive,neutral,0
10469,41,අර ආපු නයාගෙ විස්තරෙත් ඕකෙ තියෙනවද ආයිබෝං,neutral,neutral,1
10493,37,බිත්තර හදන්න පටන්ගත්තේ 199394 වගේ ඉදං,neutral,neutral,1
10513,31,මුන් බදින්නේ ඔක්කොම ලංසි කෙල්ලෝ,neutral,neutral,1
10517,22,මහමෙව්නාවේ කිරිබතා වගේ,neutral,neutral,1
10526,26,ලංකාවෙ ක්රිකට් මාකලන්ද අතේ,negative,neutral,0
10528,21,අනිවාර්යයයෙන් සහෝදරයා,positive,positive,1
10534,40,පවුල පිට යන ගොන් කවඩියාගේ ටෝක් බලපල්ලාකෝ,negative,negative,1
10537,35,ඕකා පිම්පි රස්සාව තමයි එදා ඉදලම කලේ,negative,neutral,0
10541,13,අබ්බගාත ජීවිත,negative,negative,1
10563,27,ආ. ගොබෙල්ස් ලොල්ලෙක් නේද මේ,negative,neutral,0
10566,19,ආමෙන් ජේසු පිහිටයි.,positive,positive,1
10581,19,පව් අහිංසක මිනිස්සු,negative,negative,1
10592,42,ඔය අඹරන්නේ ලණුව බැංකු ටිකටත් බඩු බනිස් නේද,negative,negative,1
10594,21,අර කලිසම ගලෝගෙන ඉන්නේ,negative,negative,1
10608,24,ඔය 8න් 5ක්ම ස්කූටි පෙප්.,neutral,neutral,1
10609,15,යතුරුපැදි මාරයා,negative,negative,1
10625,15,කියන්නේ කුමක් ද,neutral,neutral,1
10631,41,ළඟදි මෙයාගේ එකක් ලීක් උනා පව් ලස්සන කෙල්ල,negative,negative,1
10635,19,ශිවානිට කොන්ද පන නෑ,negative,negative,1
10661,40,ඔයා සහ ඔයාගේ නංගි අතර නම් ඒක ලොකු අවුලක්,negative,negative,1
10663,3,මහී,neutral,neutral,1
10664,21,මොකද්ද කියන්නේ නැත්තේ,neutral,neutral,1
10673,40,අයියෝ මෙච්චරටම මානසිකයි කියලා අදයි දන්නෙ,negative,negative,1
10675,35,පොර 5 වසර අසමත් ඒකෙ තරහ තියෙන්නෙ ඔය,negative,negative,1
10693,37,එතකොට යාලුවා කියන එකා මොන රටේ එකෙක්ද.,negative,neutral,0
10701,24,ආසියානු ජාත්යන්තර පාසලේ.,neutral,neutral,1
10703,35,මෙයා ලංකාවේ ප්රසිද්දම එකක වැඩ කරනවා,positive,positive,1
10704,18,ඒවුණාට ඕක ෂුවර් නෑ,negative,negative,1
10718,17,තණ්හාය ජායතී සෝකෝ,negative,negative,1
10723,34,අරුන් දෙන්නා බැඳලා ඉවරවෙන්නැද්ද බං,neutral,neutral,1
10736,34,හොඳට හිටපු පුතෙක් ඇද වැටිච්ච තැනක්,negative,negative,1
10745,37,හෙරොයින් ග්රෑම් 100කට අධික ප්රමාණයක්.,negative,neutral,0
10785,17,නවනිංගිරාවට පත්වූ,negative,negative,1
10792,32,ඔබ වීරයෙක් මට නම්.මගෙ තාත්තා වගේ,positive,positive,1
10793,13,මිහින් ලංකා 2,neutral,neutral,1
10794,33,රටේ ඒකපුද්ගල ණය ප්රමාණය උඩු ගුවනට,negative,negative,1
10801,22,අවුලක් නෑ රට බේරගත්තනේ,positive,positive,1
10815,7,හිටං නෙ,neutral,neutral,1
10819,36,පොලිසිය හොයාගනී. ටෙලිනාට්ය යේ කොටසකි,neutral,neutral,1
10820,14,මම නම් නෙමෙයි.,neutral,negative,0
10823,23,බොරු නිෂ්පල වැඩ.කුජීතයි,negative,negative,1
10834,33,මේක නම පැහැදිලි ව අත්දකින ඇත්තක්.,positive,positive,1
10839,40,ලංකාවේ පරිසර දූෂණය සහ විනාශය ඉහල ගිහින්.,negative,negative,1
10848,8,ඊරිසියාව,negative,negative,1
10851,27,නම් එක ආපසු කරලා එන්න කියමු,neutral,neutral,1
10862,32,එක වගේ ම තමයි මුන්ගෙ අනිත් වැඩත්,neutral,neutral,1
10870,36,අවධානය යොමුකරනවා විතරක් වෙයිද දන්නෑ.,neutral,negative,0
10881,14,අන්න හොඳ වැඩක්,positive,positive,1
10888,28,පපුවෙන්මයි පෙනුම ගන්න හදන්නෙ,neutral,neutral,1
10890,37,ෂාරුක් ඛාන්ට විග් එකක් දාලා වගේ අයිසෙ,negative,negative,1
10900,25,වරදට මෙම පියා වගකිව යුතුය,negative,negative,1
10901,36,බයික් එකේ ලොකු තුන්දෙනෙක් ගිහින් නේ.,neutral,neutral,1
10907,29,මෙයාව ගන්න එකට උපදේශකයකු ලෙස.,neutral,neutral,1
10913,12,උද්දික හොද්ද,neutral,neutral,1
10918,31,පව් ගෙ.මොන තරං අසරණ වෙන්ඩ ඇද්ද.,negative,negative,1
10923,17,ඇයි ඔයාට මොකද කලේ,neutral,neutral,1
10925,42,ෂුවර් එකට ඌගේ කොල්ලවත් ඌ අපයෝජනය කරලා ඇති.,negative,negative,1
10936,38,වුණත් සාම තෑගි ගත්තට කරපු වැඩක් නැහැනෙ,negative,negative,1
10944,38,පුදුම මිනිස්සු ඉන්න රටක් මේ සිරි ලංකාව,positive,positive,1
10958,40,සිරකරුවන් වැඩිවීම රටකට හොඳ දෙයක් නෙමෙයි.,negative,negative,1
10959,29,ඔවු බෝගම්බර නිදන් ටික හැරුවනේ,negative,negative,1
10978,33,එතකොට බුදුපිළිම කැඩුවට කමක් නැද්ද,negative,negative,1
10988,35,ඒක අනිවාර්යයෙන්ම සොයා බැලිය යුතුයි.,neutral,neutral,1
11001,27,කවුද මේ රෙදි නිර්මාන කරන්නෙ,neutral,neutral,1
11002,37,අපේ රටට මේ සාරි ගෙනෙන්නෙ ඉන්දියාවෙන්.,neutral,neutral,1
11028,7,කේරළයේ.,neutral,neutral,1
11029,38,මහ නා හිමිවරු දැන් ඕව තමයි පෝම් කරන්නෙ,negative,negative,1
11042,32,උඹ දොස්තර ද නිකන් කට වහන් හිටපන්,negative,negative,1
11043,26,අපේ රටේ ඇත්ත නරිත් ඉන්නවාද,neutral,neutral,1
11049,12,කැලේ නරියෙක්,neutral,neutral,1
11059,10,නරි බෑනා ද,neutral,neutral,1
11075,30,සූකරයෝ තමයි ඔයවගේ වැඩ කරන්නේ,negative,negative,1
11093,24,දකින්න අප්පිරිය එකෙක් මූ,negative,negative,1
11094,27,ඒත් කතානායක ඔයගොල්ලොන්ගෙ නෙ,neutral,neutral,1
11097,39,නඩුත් හාමුදුරුවන්ගේ බඩුත් හාමුදුරුවන්ගේ,negative,negative,1
11106,35,කුමට එරට අධිකරණය නීතිය සහ විනිසුරන්,negative,negative,1
11112,24,උන්ගේ ජීවිත. උන් ගේ තීරන,neutral,neutral,1
11134,20,ඊළඟ කෑල්ල තවත් රසවත්,positive,positive,1
11137,33,දන්නා විදිහට තමයි මහේලව දාලා ගියේ,negative,negative,1
11155,40,අම්මෝ පාර්ලිමේන්තුවේ උන්ගේ බය ඇරෙන්න ඇති,positive,positive,1
11160,13,හරිම සතුටුයි.,positive,positive,1
11162,6,උම් බෑ,neutral,negative,0
11165,38,ගණන දොළොස් දහස් හත්සිය පනස් පහක් වෙලා.,neutral,neutral,1
11178,30,මේක ප්රජාචන්ත්රවාදී රටක් යකුනේ,conflict,neutral,0
11179,29,මහින්ද රනිල් ලේ ඥාතීන් ෂුවර්.,neutral,neutral,1
11181,40,ඒකට තමා කතාගොඩ ව ජාතික ලයිස්තුවෙන් එව්වෙ,negative,negative,1
11189,24,හිහිහිහිහීහීහී. ඕං චන්ඩි,negative,neutral,0
11190,22,චංඩින්ගෙ රෙදි ඉල්ලෙ නෝ,negative,negative,1
11199,24,හරි වැඩ අල්ලලා තියෙන්නෙ.,positive,positive,1
11208,20,ලංකාවේ හරක්ට හොදායි.,conflict,positive,0
11215,10,මං දන් නෑ.,negative,negative,1
11227,22,කියන්නෙ තවම නෑ කියන එක,negative,negative,1
11232,34,හොද තීරණයක්. ගන්න තිබ්බේ මීට කලින්,positive,positive,1
11234,17,නිවන් සුව අත්වේවා,positive,positive,1
11251,40,සුදාගෙ නම් පොඩි ගතියක් තියනවා. එකට වෙනවා,positive,positive,1
11282,30,මාකදුරේ මදුෂ් කොහෙද මචන් ඉන්නේ,neutral,neutral,1
11297,17,විදේශීය කුමන්ත්රණ,negative,negative,1
11351,20,තෝ වගේ මී හරකෙක් යකෝ,negative,negative,1
11352,42,මීට. නිහාල් නෙල්සන්ගෙන් බන අහන මරි ගොනෙක්.,negative,negative,1
11374,42,අල්ලේ පැලවෙන බොරු කියන එක පවක් නොවෙයිද බන්,negative,negative,1
11379,34,මමත් මෙයා දිහා බලාගෙන කරලා තියනවා.,neutral,neutral,1
11390,36,එහෙම නම් ඔක්කොම වල තමා තියන්න වෙන්නේ,negative,neutral,0
11397,41,කෑම්පස් කොල්ලන්ට පෙන්වන අවම බලය කෝ හෑබෑට.,neutral,neutral,1
11410,17,සාරැකාන්ට ජයවේවා.,positive,positive,1
11415,30,අපිට කොන්ත්රාත් එකක් වත් නැද්ද,negative,negative,1
11421,16,ඔන්න කරනවනම් වැඩ,positive,positive,1
11423,9,ඇයි චීනෙට,neutral,neutral,1
11437,35,ඒ උනාට නඟින්නේ නැත්තං වැඩක් නැහැනෙ.,negative,negative,1
11438,31,මෙයා හිලරිලට වඩා අපේ රටට හොදයි.,positive,positive,1
11441,7,මෙලනියා,neutral,neutral,1
11457,7,තල තෙල්,neutral,neutral,1
11467,38,මේ ඉතින් ජනතාවගේ පෙර පින් පලදෙන කාලෙනේ,positive,positive,1
11480,7,අනේ වහල,negative,negative,1
11493,42,18 වෙනි ශතවර්ෂයෙ උපකරණයක් ලංකාවට නවීන වෙලා,positive,negative,0